_id;Year;Month;Type;Departure station;Arrival station;Average travel time;Number of expected travels;Number of cancelled trains;Number of late trains at departure;Average delay at departure of all trains;Number of late trains at arrival;Average delay at arrival of all trains;Comment on delay at arrival;Number of late trains > 15min;Average delay of late trains > 15min;Number of late trains > 30min;Number of late trains > 60min;Percentage of late trains due to external causes;Percentage of late trains due to infrastructure;Percentage of late trains due to traffic management;Percentage of late trains due to rolling stock;Percentage of late trains due to station management and reuse of material;Percentage of late trains due to passenger traffic
2020_09_LYON_PART_DIEU_PARIS_LYON;2020;9;National;LYON PART DIEU;PARIS LYON;122;654;4;392;1.507358974;48;2.391948718;;33;26.84848485;10;0;18.75;18.75;29.16666667;14.58333333;16.66666667;2.083333333
2020_09_MARSEILLE_ST_CHARLES_PARIS_LYON;2020;9;National;MARSEILLE ST CHARLES;PARIS LYON;201;480;2;169;1.813702929;45;3.864400279;;45;33.25185185;17;3;31.11111111;20.0;20.0;26.66666667;2.222222222;0.0
2020_09_PARIS_LYON_NICE_VILLE;2020;9;National;PARIS LYON;NICE VILLE;356;207;1;62;0.566019417;23;7.362378641;;23;60.52536232;15;5;21.73913043;34.7826087;21.73913043;21.73913043;0.0;0.0
2020_09_PERPIGNAN_PARIS_LYON;2020;9;National;PERPIGNAN;PARIS LYON;312;178;1;80;1.375141243;13;3.322787194;;13;34.35384615;3;1;53.84615385;30.76923077;7.692307692;0.0;7.692307692;0.0
2020_09_PARIS_LYON_VALENCE_ALIXAN_TGV;2020;9;National;PARIS LYON;VALENCE ALIXAN TGV;132;311;2;142;0.920927724;24;3.237162891;;11;39.2530303;7;2;25.0;20.83333333;25.0;25.0;4.166666667;0.0
2020_09_PARIS_EST_FRANCFORT;2020;9;International;PARIS EST;FRANCFORT;185;121;2;83;1.418487395;13;4.849579832;;10;25.41833333;3;0;38.46153846;23.07692308;15.38461538;15.38461538;7.692307692;0.0
2020_09_PARIS_LYON_ZURICH;2020;9;International;PARIS LYON;ZURICH;230;137;1;54;0.821446078;26;7.140318627;;22;29.89772727;8;3;0.0;52.0;16.0;24.0;8.0;0.0
2020_09_MARSEILLE_ST_CHARLES_MADRID;2020;9;International;MARSEILLE ST CHARLES;MADRID;0;0;0;0;0.0;0;0.0;;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
2020_09_PARIS_MONTPARNASSE_ANGERS_SAINT_LAUD;2020;9;National;PARIS MONTPARNASSE;ANGERS SAINT LAUD;94;435;2;305;1.489107005;41;3.391647421;;25;37.776;9;3;47.5;20.0;15.0;12.5;5.0;0.0
2020_09_ANGOULEME_PARIS_MONTPARNASSE;2020;9;National;ANGOULEME;PARIS MONTPARNASSE;130;265;0;210;4.40327044;38;4.33327044;;24;36.87222222;8;4;27.02702703;45.94594595;16.21621622;5.405405405;5.405405405;0.0
2020_09_PARIS_MONTPARNASSE_BREST;2020;9;National;PARIS MONTPARNASSE;BREST;225;229;1;164;1.981871345;20;2.453947368;;20;27.55;8;0;45.0;15.0;10.0;15.0;10.0;5.0
2020_09_BREST_PARIS_MONTPARNASSE;2020;9;National;BREST;PARIS MONTPARNASSE;232;276;2;182;5.278223844;26;8.396107056;;26;75.48012821;13;7;38.46153846;26.92307692;3.846153846;19.23076923;7.692307692;3.846153846
2020_09_NANTES_PARIS_MONTPARNASSE;2020;9;National;NANTES;PARIS MONTPARNASSE;137;534;2;278;1.701441103;58;3.360056391;;40;37.01958333;21;5;33.33333333;40.35087719;8.771929825;12.28070175;1.754385965;3.50877193
2020_09_PARIS_MONTPARNASSE_POITIERS;2020;9;National;PARIS MONTPARNASSE;POITIERS;100;514;2;343;1.504296875;40;2.762011719;;20;34.37916667;9;2;35.0;20.0;10.0;22.5;2.5;10.0
2020_09_ST_MALO_PARIS_MONTPARNASSE;2020;9;National;ST MALO;PARIS MONTPARNASSE;161;88;0;63;0.907007576;12;3.835606061;;6;22.90833333;0;0;16.66666667;58.33333333;8.333333333;0.0;0.0;16.66666667
2020_09_VANNES_PARIS_MONTPARNASSE;2020;9;National;VANNES;PARIS MONTPARNASSE;161;261;3;234;1.663888889;32;3.791989664;;19;32.0622807;7;1;28.125;34.375;9.375;21.875;0.0;6.25
2020_09_PARIS_EST_METZ;2020;9;National;PARIS EST;METZ;85;257;0;243;1.36232166;19;1.35155642;;10;30.28833333;4;1;21.05263158;10.52631579;10.52631579;36.84210526;21.05263158;0.0
2020_09_STRASBOURG_NANTES;2020;9;National;STRASBOURG;NANTES;353;50;1;30;0.626530612;7;5.454761905;;7;37.35952381;3;2;71.42857143;0.0;14.28571429;14.28571429;0.0;0.0
2020_09_PARIS_NORD_DOUAI;2020;9;National;PARIS NORD;DOUAI;71;138;1;128;1.060340633;23;2.943065693;;7;27.6452381;3;0;23.80952381;23.80952381;23.80952381;14.28571429;14.28571429;0.0
2020_09_LYON_PART_DIEU_LILLE;2020;9;National;LYON PART DIEU;LILLE;190;214;0;163;3.388006231;38;4.395482866;;21;26.71428571;7;0;21.05263158;23.68421053;26.31578947;15.78947368;7.894736842;5.263157895
2020_09_MARSEILLE_ST_CHARLES_LILLE;2020;9;National;MARSEILLE ST CHARLES;LILLE;284;178;0;73;0.942977528;20;6.784082397;;20;44.21333333;8;2;30.0;0.0;35.0;30.0;0.0;5.0
2020_09_AVIGNON_TGV_PARIS_LYON;2020;9;National;AVIGNON TGV;PARIS LYON;167;396;1;268;3.4407173;45;3.407805907;;31;34.26021505;12;3;17.77777778;20.0;35.55555556;24.44444444;2.222222222;0.0
2020_09_BESANCON_FRANCHE_COMTE_TGV_PARIS_LYON;2020;9;National;BESANCON FRANCHE COMTE TGV;PARIS LYON;134;168;0;104;1.125694444;7;2.668353175;;4;41.34583333;2;2;14.28571429;28.57142857;28.57142857;14.28571429;14.28571429;0.0
2020_09_DIJON_VILLE_PARIS_LYON;2020;9;National;DIJON VILLE;PARIS LYON;101;358;1;269;2.469561158;24;3.234593838;;11;46.26212121;7;2;12.5;25.0;33.33333333;16.66666667;12.5;0.0
2020_09_GRENOBLE_PARIS_LYON;2020;9;National;GRENOBLE;PARIS LYON;184;214;1;23;0.702190923;13;3.933646322;;12;40.05694444;8;3;30.76923077;46.15384615;7.692307692;7.692307692;7.692307692;0.0
2020_09_LE_CREUSOT_MONTCEAU_MONTCHANIN_PARIS_LYON;2020;9;National;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;84;214;2;164;2.893789308;25;2.116981132;;10;41.27037037;6;1;18.18181818;22.72727273;40.90909091;0.0;13.63636364;4.545454545
2020_09_PARIS_LYON_MACON_LOCHE;2020;9;National;PARIS LYON;MACON LOCHE;97;199;1;94;0.771801347;12;3.468602694;;7;31.13095238;2;1;25.0;16.66666667;16.66666667;41.66666667;0.0;0.0
2020_09_MACON_LOCHE_PARIS_LYON;2020;9;National;MACON LOCHE;PARIS LYON;99;208;3;174;4.783739837;29;4.760325203;;20;25.6925;4;0;27.5862069;24.13793103;37.93103448;0.0;10.34482759;0.0
2020_09_PARIS_LYON_MARSEILLE_ST_CHARLES;2020;9;National;PARIS LYON;MARSEILLE ST CHARLES;197;510;1;177;0.907662083;34;3.385527177;;34;33.83235294;15;3;41.17647059;23.52941176;11.76470588;17.64705882;5.882352941;0.0
2020_09_PARIS_LYON_MONTPELLIER;2020;9;National;PARIS LYON;MONTPELLIER;209;217;2;92;0.982945736;18;2.441782946;;18;30.15648148;7;1;29.41176471;11.76470588;35.29411765;23.52941176;0.0;0.0
2020_09_MONTPELLIER_PARIS_LYON;2020;9;National;MONTPELLIER;PARIS LYON;208;209;1;188;3.283413462;14;3.460016026;;14;36.25238095;4;3;21.42857143;28.57142857;14.28571429;21.42857143;7.142857143;7.142857143
2020_09_PARIS_LYON_MULHOUSE_VILLE;2020;9;National;PARIS LYON;MULHOUSE VILLE;172;275;1;128;1.604805353;24;3.507664234;;14;42.45833333;10;3;12.5;33.33333333;12.5;33.33333333;8.333333333;0.0
2020_09_MULHOUSE_VILLE_PARIS_LYON;2020;9;National;MULHOUSE VILLE;PARIS LYON;173;271;1;208;1.79117284;24;4.695123457;;15;44.61555556;10;3;4.166666667;29.16666667;25.0;16.66666667;20.83333333;4.166666667
2020_09_PARIS_LYON_PERPIGNAN;2020;9;National;PARIS LYON;PERPIGNAN;305;196;2;89;1.289175258;21;2.861082474;;21;43.10714286;8;6;19.04761905;47.61904762;14.28571429;19.04761905;0.0;0.0
2020_09_PARIS_LYON_SAINT_ETIENNE_CHATEAUCREUX;2020;9;National;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;170;111;0;52;1.338738739;16;3.841141141;;10;23.12833333;2;0;6.25;12.5;37.5;37.5;6.25;0.0
2020_09_TOULON_PARIS_LYON;2020;9;National;TOULON;PARIS LYON;251;273;2;223;2.878905289;20;3.179766298;;20;33.3775;7;1;40.0;30.0;20.0;10.0;0.0;0.0
2020_09_MONTPELLIER_LYON_PART_DIEU;2020;9;National;MONTPELLIER;LYON PART DIEU;114;169;1;156;2.291765873;10;2.152083333;;9;27.80555556;2;0;10.0;30.0;10.0;50.0;0.0;0.0
2020_09_ITALIE_PARIS_LYON;2020;9;International;ITALIE;PARIS LYON;435;73;0;66;3.171232877;14;8.843835616;;14;29.03214286;5;0;35.71428571;21.42857143;28.57142857;14.28571429;0.0;0.0
2020_09_ANGERS_SAINT_LAUD_PARIS_MONTPARNASSE;2020;9;National;ANGERS SAINT LAUD;PARIS MONTPARNASSE;97;434;2;344;1.675810185;50;3.034915123;;28;38.41845238;15;4;29.16666667;39.58333333;10.41666667;12.5;2.083333333;6.25
2020_09_PARIS_MONTPARNASSE_ANGOULEME;2020;9;National;PARIS MONTPARNASSE;ANGOULEME;133;310;3;232;2.503365907;30;3.423289902;;24;33.30289855;8;2;43.33333333;23.33333333;10.0;16.66666667;3.333333333;3.333333333
2020_09_PARIS_MONTPARNASSE_LAVAL;2020;9;National;PARIS MONTPARNASSE;LAVAL;86;235;1;155;1.109045584;16;2.751709402;;12;31.84444444;6;0;31.25;12.5;31.25;12.5;12.5;0.0
2020_09_LAVAL_PARIS_MONTPARNASSE;2020;9;National;LAVAL;PARIS MONTPARNASSE;90;221;0;132;2.686425339;26;4.359502262;;15;46.63111111;7;1;30.76923077;38.46153846;15.38461538;7.692307692;0.0;7.692307692
2020_09_QUIMPER_PARIS_MONTPARNASSE;2020;9;National;QUIMPER;PARIS MONTPARNASSE;229;238;2;163;1.15190678;18;3.661793785;;18;32.49166667;7;1;33.33333333;33.33333333;5.555555556;22.22222222;0.0;5.555555556
2020_09_TOULOUSE_MATABIAU_PARIS_MONTPARNASSE;2020;9;National;TOULOUSE MATABIAU;PARIS MONTPARNASSE;278;198;1;61;1.666835871;31;6.281133672;;33;38.58125;16;5;43.33333333;23.33333333;23.33333333;10.0;0.0;0.0
2020_09_RENNES_LYON_PART_DIEU;2020;9;National;RENNES;LYON PART DIEU;234;81;0;61;1.745679012;9;5.422427984;;9;31.47222222;2;1;22.22222222;22.22222222;44.44444444;0.0;0.0;11.11111111
2020_09_PARIS_EST_STRASBOURG;2020;9;National;PARIS EST;STRASBOURG;155;367;3;304;2.03228022;17;1.066117216;;12;37.37361111;6;1;23.52941176;17.64705882;23.52941176;29.41176471;5.882352941;0.0
2020_09_DOUAI_PARIS_NORD;2020;9;National;DOUAI;PARIS NORD;74;150;0;123;1.017333333;33;3.663444444;;9;22.07037037;1;0;17.85714286;28.57142857;39.28571429;3.571428571;7.142857143;3.571428571
2020_09_PARIS_NORD_DUNKERQUE;2020;9;National;PARIS NORD;DUNKERQUE;130;161;0;148;1.182712215;13;1.968944099;;11;27.27272727;3;0;30.76923077;38.46153846;0.0;23.07692308;7.692307692;0.0
2020_09_PARIS_NORD_LILLE;2020;9;National;PARIS NORD;LILLE;66;602;4;566;1.205964326;36;0.638963211;;11;28.77424242;4;0;27.77777778;11.11111111;38.88888889;8.333333333;13.88888889;0.0
2020_09_LILLE_LYON_PART_DIEU;2020;9;National;LILLE;LYON PART DIEU;184;268;3;161;1.551006289;23;4.846981132;;18;31.3212963;7;1;34.7826087;13.04347826;21.73913043;17.39130435;13.04347826;0.0
2020_09_LILLE_MARSEILLE_ST_CHARLES;2020;9;National;LILLE;MARSEILLE ST CHARLES;295;208;2;100;2.306796117;20;5.830339806;;20;47.115;12;3;45.0;20.0;10.0;10.0;15.0;0.0
2020_09_MARSEILLE_ST_CHARLES_MARNE_LA_VALLEE;2020;9;National;MARSEILLE ST CHARLES;MARNE LA VALLEE;212;240;0;87;1.219305556;26;6.715555556;;26;41.55384615;8;5;30.76923077;11.53846154;26.92307692;19.23076923;7.692307692;3.846153846
2020_09_PARIS_LYON_AVIGNON_TGV;2020;9;National;PARIS LYON;AVIGNON TGV;163;392;0;150;1.081930272;32;2.54502551;;24;34.82430556;11;3;25.0;15.625;12.5;37.5;6.25;3.125
2020_09_NICE_VILLE_PARIS_LYON;2020;9;National;NICE VILLE;PARIS LYON;360;213;1;130;1.220125786;17;4.146069182;;17;35.98529412;7;1;47.05882353;23.52941176;17.64705882;11.76470588;0.0;0.0
2020_09_NIMES_PARIS_LYON;2020;9;National;NIMES;PARIS LYON;181;208;1;163;3.02705314;15;3.496457327;;14;36.25238095;4;3;20.0;26.66666667;20.0;20.0;6.666666667;6.666666667
2020_09_SAINT_ETIENNE_CHATEAUCREUX_PARIS_LYON;2020;9;National;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;170;113;1;69;0.59672619;10;2.233630952;;5;20.92;0;0;0.0;10.0;60.0;10.0;10.0;10.0
2020_09_PARIS_LYON_TOULON;2020;9;National;PARIS LYON;TOULON;242;255;1;73;0.417322835;22;3.774015748;;22;41.85151515;11;3;18.18181818;40.90909091;18.18181818;18.18181818;4.545454545;0.0
2020_09_VALENCE_ALIXAN_TGV_PARIS_LYON;2020;9;National;VALENCE ALIXAN TGV;PARIS LYON;134;264;1;202;3.48365019;25;3.620468948;;21;35.92142857;6;3;28.0;32.0;8.0;16.0;8.0;8.0
2020_09_LYON_PART_DIEU_MONTPELLIER;2020;9;National;LYON PART DIEU;MONTPELLIER;112;196;1;137;3.463931624;24;4.048205128;;14;42.31190476;8;3;41.66666667;20.83333333;16.66666667;12.5;8.333333333;0.0
2020_09_PARIS_EST_STUTTGART;2020;9;International;PARIS EST;STUTTGART;181;56;1;48;3.377575758;3;2.328181818;;2;33.33333333;1;0;33.33333333;33.33333333;0.0;33.33333333;0.0;0.0
2020_09_PARIS_LYON_GENEVE;2020;9;International;PARIS LYON;GENEVE;188;206;4;94;1.844059406;28;6.474587459;;26;36.89679487;8;5;14.28571429;25.0;7.142857143;39.28571429;14.28571429;0.0
2020_09_PARIS_LYON_ITALIE;2020;9;International;PARIS LYON;ITALIE;425;73;0;34;1.632876712;11;6.920547945;;11;37.31818182;6;2;18.18181818;18.18181818;27.27272727;27.27272727;9.090909091;0.0
2020_09_ZURICH_PARIS_LYON;2020;9;International;ZURICH;PARIS LYON;231;159;1;157;1.698628692;14;6.057278481;;12;43.78611111;8;1;7.142857143;28.57142857;21.42857143;21.42857143;21.42857143;0.0
2020_09_PARIS_LYON_BARCELONA;2020;9;International;PARIS LYON;BARCELONA;318;31;1;13;3.536111111;6;13.09277778;;6;61.36111111;4;2;0.0;50.0;16.66666667;33.33333333;0.0;0.0
2020_09_PARIS_MONTPARNASSE_LA_ROCHELLE_VILLE;2020;9;National;PARIS MONTPARNASSE;LA ROCHELLE VILLE;176;216;0;163;1.546450617;10;2.636574074;;7;51.5;4;3;40.0;20.0;20.0;20.0;0.0;0.0
2020_09_LA_ROCHELLE_VILLE_PARIS_MONTPARNASSE;2020;9;National;LA ROCHELLE VILLE;PARIS MONTPARNASSE;170;210;1;105;0.737480064;20;3.274800638;;17;34.48333333;5;2;20.0;50.0;15.0;5.0;0.0;10.0
2020_09_PARIS_MONTPARNASSE_NANTES;2020;9;National;PARIS MONTPARNASSE;NANTES;132;492;3;355;1.387559646;44;2.48609407;;30;35.52388889;11;3;50.0;19.04761905;19.04761905;9.523809524;2.380952381;0.0
2020_09_POITIERS_PARIS_MONTPARNASSE;2020;9;National;POITIERS;PARIS MONTPARNASSE;101;399;0;204;2.967000835;67;3.971428571;;32;38.25364583;14;6;19.04761905;46.03174603;22.22222222;7.936507937;3.174603175;1.587301587
2020_09_RENNES_PARIS_MONTPARNASSE;2020;9;National;RENNES;PARIS MONTPARNASSE;105;596;6;439;4.266101695;73;5.796186441;;48;57.11666667;19;8;30.1369863;34.24657534;9.589041096;15.06849315;2.739726027;8.219178082
2020_09_PARIS_MONTPARNASSE_ST_PIERRE_DES_CORPS;2020;9;National;PARIS MONTPARNASSE;ST PIERRE DES CORPS;67;443;3;282;1.727272727;34;2.035;;18;40.42647059;10;2;38.23529412;20.58823529;20.58823529;14.70588235;5.882352941;0.0
2020_09_PARIS_EST_REIMS;2020;9;National;PARIS EST;REIMS;46;193;0;169;1.218480138;12;1.400345423;;4;35.75416667;2;1;50.0;16.66666667;16.66666667;8.333333333;8.333333333;0.0
2020_09_NANTES_STRASBOURG;2020;9;National;NANTES;STRASBOURG;336;55;1;33;2.336419753;7;5.086111111;;7;35.4952381;5;1;28.57142857;14.28571429;28.57142857;28.57142857;0.0;0.0
2020_09_LILLE_PARIS_NORD;2020;9;National;LILLE;PARIS NORD;68;586;7;282;0.587996546;58;1.678411054;;10;21.25;1;0;8.333333333;18.75;39.58333333;12.5;18.75;2.083333333
2020_09_BORDEAUX_ST_JEAN_TOURCOING;2020;9;National;BORDEAUX ST JEAN;TOURCOING;315;28;2;13;1.780128205;6;13.96153846;;6;54.83333333;4;1;50.0;16.66666667;33.33333333;0.0;0.0;0.0
2020_09_MARSEILLE_ST_CHARLES_TOURCOING;2020;9;National;MARSEILLE ST CHARLES;TOURCOING;293;29;0;9;3.992528736;6;13.24137931;;6;51.5;3;2;33.33333333;33.33333333;33.33333333;0.0;0.0;0.0
2020_09_MARNE_LA_VALLEE_LYON_PART_DIEU;2020;9;National;MARNE LA VALLEE;LYON PART DIEU;109;304;3;265;3.078571429;36;5.016777409;;21;33.70714286;8;2;29.41176471;17.64705882;23.52941176;14.70588235;11.76470588;2.941176471
2020_09_PARIS_LYON_BESANCON_FRANCHE_COMTE_TGV;2020;9;National;PARIS LYON;BESANCON FRANCHE COMTE TGV;131;163;0;80;1.47402863;15;3.44805726;;8;49.90625;6;4;13.33333333;33.33333333;33.33333333;20.0;0.0;0.0
2020_09_CHAMBERY_CHALLES_LES_EAUX_PARIS_LYON;2020;9;National;CHAMBERY CHALLES LES EAUX;PARIS LYON;189;134;2;98;4.368560606;27;6.80530303;;19;26.60263158;5;0;33.33333333;22.22222222;37.03703704;7.407407407;0.0;0.0
2020_09_PARIS_LYON_DIJON_VILLE;2020;9;National;PARIS LYON;DIJON VILLE;99;372;2;163;0.968198198;36;3.155990991;;16;35.915625;8;3;11.11111111;44.44444444;22.22222222;16.66666667;5.555555556;0.0
2020_09_GENEVE_PARIS_LYON;2020;9;International;GENEVE;PARIS LYON;195;207;3;203;2.600081699;16;4.908496732;;16;41.1125;7;1;18.75;25.0;0.0;37.5;12.5;6.25
2020_09_PARIS_LYON_LAUSANNE;2020;9;International;PARIS LYON;LAUSANNE;223;174;3;66;0.619980507;21;5.45877193;;20;36.61333333;6;1;19.04761905;52.38095238;19.04761905;4.761904762;4.761904762;0.0
2020_09_LAUSANNE_PARIS_LYON;2020;9;International;LAUSANNE;PARIS LYON;231;175;2;171;2.843834297;8;4.026782274;;8;49.04375;2;1;12.5;12.5;12.5;37.5;12.5;12.5
2020_09_BARCELONA_PARIS_LYON;2020;9;International;BARCELONA;PARIS LYON;314;29;0;3;-2.989655172;1;1.460344828;;1;25.21666667;0;0;100.0;0.0;0.0;0.0;0.0;0.0
2020_10_PARIS_MONTPARNASSE_ANGOULEME;2020;10;National;PARIS MONTPARNASSE;ANGOULEME;132;200;0;110;2.874333333;33;6.195083333;;28;35.6625;13;3;28.125;6.25;25.0;25.0;12.5;3.125
2020_10_LA_ROCHELLE_VILLE_PARIS_MONTPARNASSE;2020;10;National;LA ROCHELLE VILLE;PARIS MONTPARNASSE;168;145;1;81;1.304282407;15;3.780671296;;7;36.59761905;5;1;40.0;40.0;20.0;0.0;0.0;0.0
2020_10_LAVAL_PARIS_MONTPARNASSE;2020;10;National;LAVAL;PARIS MONTPARNASSE;90;139;5;89;4.395895522;21;5.887562189;;11;46.86818182;5;2;38.0952381;33.33333333;14.28571429;4.761904762;4.761904762;4.761904762
2020_10_PARIS_MONTPARNASSE_LE_MANS;2020;10;National;PARIS MONTPARNASSE;LE MANS;59;265;1;148;3.183459596;68;5.435858586;;24;35.49027778;10;2;13.1147541;13.1147541;44.26229508;22.95081967;6.557377049;0.0
2020_10_NANTES_PARIS_MONTPARNASSE;2020;10;National;NANTES;PARIS MONTPARNASSE;136;363;9;212;3.786581921;63;5.833804143;;39;41.96880342;17;9;49.18032787;14.75409836;18.03278689;16.39344262;1.639344262;0.0
2020_10_PARIS_MONTPARNASSE_QUIMPER;2020;10;National;PARIS MONTPARNASSE;QUIMPER;224;169;5;89;2.597764228;26;9.725609756;;26;53.23076923;18;5;57.69230769;11.53846154;15.38461538;11.53846154;3.846153846;0.0
2020_10_PARIS_MONTPARNASSE_RENNES;2020;10;National;PARIS MONTPARNASSE;RENNES;104;364;8;208;2.730524345;51;4.510018727;;42;32.25081301;18;4;27.45098039;15.68627451;23.52941176;25.49019608;7.843137255;0.0
2020_10_PARIS_MONTPARNASSE_ST_PIERRE_DES_CORPS;2020;10;National;PARIS MONTPARNASSE;ST PIERRE DES CORPS;66;246;4;135;2.115702479;51;3.796900826;;20;33.775;7;1;13.7254902;1.960784314;37.25490196;27.45098039;15.68627451;3.921568627
2020_10_TOURS_PARIS_MONTPARNASSE;2020;10;National;TOURS;PARIS MONTPARNASSE;80;110;2;47;1.70787037;17;2.767592593;;7;32.10238095;1;1;41.17647059;11.76470588;29.41176471;17.64705882;0.0;0.0
2020_10_VANNES_PARIS_MONTPARNASSE;2020;10;National;VANNES;PARIS MONTPARNASSE;160;185;8;138;3.994350282;39;6.743596987;;22;31.26060606;7;3;28.20512821;38.46153846;15.38461538;17.94871795;0.0;0.0
2020_10_RENNES_LYON_PART_DIEU;2020;10;National;RENNES;LYON PART DIEU;234;64;1;52;2.238095238;5;1.846031746;;5;28.34666667;3;0;20.0;0.0;60.0;0.0;0.0;20.0
2020_10_LYON_PART_DIEU_RENNES;2020;10;National;LYON PART DIEU;RENNES;238;62;0;41;4.347043011;8;6.798924731;;8;36.43125;4;1;50.0;12.5;0.0;37.5;0.0;0.0
2020_10_PARIS_EST_METZ;2020;10;National;PARIS EST;METZ;87;168;1;159;3.409281437;25;4.84510978;;10;63.625;5;3;62.5;16.66666667;12.5;4.166666667;4.166666667;0.0
2020_10_METZ_PARIS_EST;2020;10;National;METZ;PARIS EST;88;188;2;126;3.16218638;27;3.863172043;;12;42.24583333;5;3;23.07692308;19.23076923;34.61538462;15.38461538;7.692307692;0.0
2020_10_PARIS_EST_REIMS;2020;10;National;PARIS EST;REIMS;46;116;2;96;4.524707602;16;4.772953216;;6;68.86388889;3;3;33.33333333;6.666666667;33.33333333;13.33333333;13.33333333;0.0
2020_10_REIMS_PARIS_EST;2020;10;National;REIMS;PARIS EST;46;121;1;66;2.541944444;18;4.763611111;;7;51.18095238;6;2;17.64705882;41.17647059;35.29411765;5.882352941;0.0;0.0
2020_10_LILLE_PARIS_NORD;2020;10;National;LILLE;PARIS NORD;71;349;2;242;1.36820365;83;3.531748319;;20;33.605;5;4;12.5;28.75;31.25;8.75;16.25;2.5
2020_10_MARSEILLE_ST_CHARLES_TOURCOING;2020;10;National;MARSEILLE ST CHARLES;TOURCOING;293;21;0;12;8.115873016;4;11.61904762;;4;35.5;2;0;25.0;25.0;0.0;50.0;0.0;0.0
2020_10_LYON_PART_DIEU_MARNE_LA_VALLEE;2020;10;National;LYON PART DIEU;MARNE LA VALLEE;108;214;6;186;7.737179487;54;7.690705128;;36;34.35231481;16;2;22.22222222;18.51851852;24.07407407;29.62962963;3.703703704;1.851851852
2020_10_PARIS_LYON_AIX_EN_PROVENCE_TGV;2020;10;National;PARIS LYON;AIX EN PROVENCE TGV;186;270;2;111;2.690671642;40;6.74869403;;39;35.93247863;15;4;32.5;10.0;12.5;35.0;5.0;5.0
2020_10_GRENOBLE_PARIS_LYON;2020;10;National;GRENOBLE;PARIS LYON;183;165;0;51;0.397979798;17;4.134141414;;16;28.79895833;6;0;23.52941176;52.94117647;11.76470588;5.882352941;5.882352941;0.0
2020_10_LYON_PART_DIEU_PARIS_LYON;2020;10;National;LYON PART DIEU;PARIS LYON;120;428;4;251;4.64158805;55;4.729559748;;40;43.39529915;18;9;49.09090909;16.36363636;12.72727273;18.18181818;3.636363636;0.0
2020_10_MACON_LOCHE_PARIS_LYON;2020;10;National;MACON LOCHE;PARIS LYON;98;155;3;126;9.278289474;32;7.674342105;;23;39.40378788;11;4;21.875;34.375;28.125;9.375;3.125;3.125
2020_10_PARIS_LYON_MONTPELLIER;2020;10;National;PARIS LYON;MONTPELLIER;208;164;0;79;0.463211382;9;2.640650407;;9;25.66111111;2;1;44.44444444;22.22222222;22.22222222;11.11111111;0.0;0.0
2020_10_MONTPELLIER_PARIS_LYON;2020;10;National;MONTPELLIER;PARIS LYON;207;160;1;142;6.701048218;30;9.979454927;;30;47.30611111;17;7;46.66666667;13.33333333;20.0;16.66666667;3.333333333;0.0
2020_10_NICE_VILLE_PARIS_LYON;2020;10;National;NICE VILLE;PARIS LYON;357;172;8;88;1.252439024;29;9.003861789;;29;43.77126437;16;8;51.72413793;17.24137931;10.34482759;13.79310345;0.0;6.896551724
2020_10_PARIS_LYON_TOULON;2020;10;National;PARIS LYON;TOULON;246;223;8;84;2.270155039;35;7.220542636;;35;43.25428571;19;5;37.14285714;28.57142857;11.42857143;17.14285714;2.857142857;2.857142857
2020_10_TOULON_PARIS_LYON;2020;10;National;TOULON;PARIS LYON;250;240;9;176;3.658513709;40;8.038961039;;40;41.65833333;22;9;45.0;22.5;7.5;20.0;0.0;5.0
2020_10_LYON_PART_DIEU_MONTPELLIER;2020;10;National;LYON PART DIEU;MONTPELLIER;113;161;3;121;4.908227848;27;6.529008439;;16;45.97291667;7;1;33.33333333;14.81481481;33.33333333;7.407407407;7.407407407;3.703703704
2020_10_PARIS_EST_STUTTGART;2020;10;International;PARIS EST;STUTTGART;160;61;1;52;2.083333333;10;7.574166667;;1;169.6166667;1;1;50.0;10.0;40.0;0.0;0.0;0.0
2020_10_BORDEAUX_ST_JEAN_PARIS_MONTPARNASSE;2020;10;National;BORDEAUX ST JEAN;PARIS MONTPARNASSE;148;567;13;360;5.408333333;94;6.396089049;;68;41.18482587;33;11;43.61702128;26.59574468;19.14893617;8.510638298;1.063829787;1.063829787
2020_10_PARIS_MONTPARNASSE_BREST;2020;10;National;PARIS MONTPARNASSE;BREST;224;158;2;79;2.314102564;24;7.871794872;;24;38.10416667;17;2;45.83333333;12.5;25.0;12.5;4.166666667;0.0
2020_10_PARIS_MONTPARNASSE_LAVAL;2020;10;National;PARIS MONTPARNASSE;LAVAL;86;142;1;83;1.972340426;29;4.8321513;;14;28.07619048;5;0;13.79310345;17.24137931;41.37931034;20.68965517;6.896551724;0.0
2020_10_QUIMPER_PARIS_MONTPARNASSE;2020;10;National;QUIMPER;PARIS MONTPARNASSE;228;165;7;72;0.536392405;19;6.275843882;;19;31.68596491;6;3;21.05263158;47.36842105;21.05263158;10.52631579;0.0;0.0
2020_10_PARIS_MONTPARNASSE_ST_MALO;2020;10;National;PARIS MONTPARNASSE;ST MALO;159;67;1;41;2.465909091;15;8.220454545;;13;37.05641026;8;1;21.42857143;21.42857143;28.57142857;28.57142857;0.0;0.0
